,Country/Region,Lat,Long,variable,value
64,Grenada,12.1165,-61.679,2020-01-22,0
65,Guatemala,15.7835,-90.2308,2020-01-22,0
66,Guinea,9.9456,-9.6966,2020-01-22,0
67,Guinea-Bissau,11.8037,-15.1804,2020-01-22,0
68,Guyana,4.860416000000002,-58.93018000000001,2020-01-22,0
69,Haiti,18.9712,-72.2852,2020-01-22,0
70,Holy See,41.9029,12.4534,2020-01-22,0
71,Honduras,15.2,-86.2419,2020-01-22,0
72,Hungary,47.1625,19.5033,2020-01-22,0
73,Iceland,64.9631,-19.0208,2020-01-22,0
74,India,20.593684,78.96288,2020-01-22,0
75,Indonesia,-0.7893,113.9213,2020-01-22,0
76,Iran,32.427908,53.68804599999999,2020-01-22,0
77,Iraq,33.223191,43.679291,2020-01-22,0
78,Ireland,53.1424,-7.6921,2020-01-22,0
79,Israel,31.046051,34.851612,2020-01-22,0
80,Italy,41.87194,12.56738,2020-01-22,0
81,Jamaica,18.1096,-77.2975,2020-01-22,0
82,Japan,36.204824,138.252924,2020-01-22,0
83,Jordan,31.24,36.51,2020-01-22,0
84,Kazakhstan,48.0196,66.9237,2020-01-22,0
85,Kenya,-0.0236,37.9062,2020-01-22,0
86,"Korea, South",35.90775700000001,127.766922,2020-01-22,0
87,Kosovo,42.602636,20.902977,2020-01-22,0
88,Kuwait,29.31166,47.481766,2020-01-22,0
89,Kyrgyzstan,41.20438,74.766098,2020-01-22,0
90,Laos,19.85627,102.495496,2020-01-22,0
91,Latvia,56.8796,24.6032,2020-01-22,0
92,Lebanon,33.8547,35.8623,2020-01-22,0
93,Lesotho,-29.61,28.2336,2020-01-22,0
94,Liberia,6.4280550000000005,-9.429499,2020-01-22,0
95,Libya,26.3351,17.228331,2020-01-22,0
96,Liechtenstein,47.14,9.55,2020-01-22,0
97,Lithuania,55.1694,23.8813,2020-01-22,0
98,Luxembourg,49.8153,6.1296,2020-01-22,0
99,MS Zaandam,0.0,0.0,2020-01-22,0
100,Madagascar,-18.766947,46.869107,2020-01-22,0
101,Malawi,-13.2543,34.3015,2020-01-22,0
102,Malaysia,4.210483999999999,101.975766,2020-01-22,0
103,Maldives,3.2028,73.2207,2020-01-22,0
104,Mali,17.570692,-3.996166000000001,2020-01-22,0
105,Malta,35.9375,14.3754,2020-01-22,0
106,Marshall Islands,7.1315,171.1845,2020-01-22,0
107,Mauritania,21.0079,-10.9408,2020-01-22,0
108,Mauritius,-20.348404,57.552152,2020-01-22,0
109,Mexico,23.6345,-102.5528,2020-01-22,0
110,Micronesia,7.4256,150.5508,2020-01-22,0
111,Moldova,47.4116,28.3699,2020-01-22,0
112,Monaco,43.7333,7.4167,2020-01-22,0
113,Mongolia,46.8625,103.8467,2020-01-22,0
114,Montenegro,42.708678000000006,19.37439,2020-01-22,0
115,Morocco,31.7917,-7.0926,2020-01-22,0
116,Mozambique,-18.665695,35.529562,2020-01-22,0
117,Namibia,-22.9576,18.4904,2020-01-22,0
118,Nepal,28.1667,84.25,2020-01-22,0
119,New Zealand,-40.9006,174.886,2020-01-22,0
120,Nicaragua,12.865416,-85.207229,2020-01-22,0
121,Niger,17.607789,8.081666,2020-01-22,0
122,Nigeria,9.082,8.6753,2020-01-22,0
123,North Macedonia,41.6086,21.7453,2020-01-22,0
124,Norway,60.472,8.4689,2020-01-22,0
125,Oman,21.512583,55.92325500000001,2020-01-22,0
126,Pakistan,30.3753,69.3451,2020-01-22,0
127,Panama,8.538,-80.7821,2020-01-22,0
128,Papua New Guinea,-6.314993,143.95555,2020-01-22,0
129,Paraguay,-23.4425,-58.4438,2020-01-22,0
130,Peru,-9.19,-75.0152,2020-01-22,0
131,Philippines,12.879721,121.774017,2020-01-22,0
132,Poland,51.9194,19.1451,2020-01-22,0
133,Portugal,39.3999,-8.2245,2020-01-22,0
134,Qatar,25.3548,51.1839,2020-01-22,0
135,Romania,45.9432,24.9668,2020-01-22,0
136,Russia,61.52401,105.318756,2020-01-22,0
137,Rwanda,-1.9403,29.8739,2020-01-22,0
138,Saint Kitts and Nevis,17.357822,-62.782998,2020-01-22,0
139,Saint Lucia,13.9094,-60.9789,2020-01-22,0
140,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-01-22,0
141,Samoa,-13.759,-172.1046,2020-01-22,0
142,San Marino,43.9424,12.4578,2020-01-22,0
143,Sao Tome and Principe,0.1864,6.6131,2020-01-22,0
144,Saudi Arabia,23.885942,45.079162,2020-01-22,0
145,Senegal,14.4974,-14.4524,2020-01-22,0
146,Serbia,44.0165,21.0059,2020-01-22,0
147,Seychelles,-4.6796,55.492,2020-01-22,0
148,Sierra Leone,8.460555000000001,-11.779889,2020-01-22,0
149,Singapore,1.2833,103.8333,2020-01-22,0
150,Slovakia,48.669,19.699,2020-01-22,0
151,Slovenia,46.1512,14.9955,2020-01-22,0
152,Solomon Islands,-9.6457,160.1562,2020-01-22,0
153,Somalia,5.152149,46.199616,2020-01-22,0
154,South Africa,-30.5595,22.9375,2020-01-22,0
155,South Sudan,6.877000000000002,31.307,2020-01-22,0
156,Spain,40.463667,-3.74922,2020-01-22,0
157,Sri Lanka,7.873054,80.77179699999998,2020-01-22,0
158,Sudan,12.8628,30.2176,2020-01-22,0
159,Suriname,3.9193,-56.0278,2020-01-22,0
160,Sweden,60.128161,18.643501,2020-01-22,0
161,Switzerland,46.8182,8.2275,2020-01-22,0
162,Syria,34.802075,38.99681500000001,2020-01-22,0
163,Taiwan*,23.7,121.0,2020-01-22,0
164,Tajikistan,38.861,71.2761,2020-01-22,0
165,Tanzania,-6.369028,34.888822,2020-01-22,0
166,Thailand,15.870032,100.992541,2020-01-22,0
167,Timor-Leste,-8.874217,125.727539,2020-01-22,0
168,Togo,8.6195,0.8248,2020-01-22,0
169,Trinidad and Tobago,10.6918,-61.2225,2020-01-22,0
170,Tunisia,33.886917,9.537499,2020-01-22,0
171,Turkey,38.9637,35.2433,2020-01-22,0
172,US,40.0,-100.0,2020-01-22,0
173,Uganda,1.373333,32.290275,2020-01-22,0
174,Ukraine,48.3794,31.1656,2020-01-22,0
175,United Arab Emirates,23.424076,53.847818,2020-01-22,0
176,Uruguay,-32.5228,-55.7658,2020-01-22,0
177,Uzbekistan,41.377491,64.585262,2020-01-22,0
178,Vanuatu,-15.3767,166.9592,2020-01-22,0
179,Venezuela,6.4238,-66.5897,2020-01-22,0
180,Vietnam,14.058324,108.277199,2020-01-22,0
181,West Bank and Gaza,31.9522,35.2332,2020-01-22,0
182,Yemen,15.552727,48.516388,2020-01-22,0
183,Zambia,-13.133897,27.849332,2020-01-22,0
184,Zimbabwe,-19.015438,29.154857,2020-01-22,0
185,Australia,-32.106275,141.3554875,2020-01-22,0
186,Canada,47.257039999999996,-80.17319333333333,2020-01-22,0
187,China,32.88764545454545,111.78599090909091,2020-01-22,17
188,Denmark,56.2639,9.5018,2020-01-22,0
189,France,46.2276,2.2137,2020-01-22,0
190,Netherlands,52.1326,5.2913,2020-01-22,0
191,United Kingdom,55.3781,-3.4360000000000004,2020-01-22,0
192,Afghanistan,33.93911,67.709953,2020-01-23,0
193,Albania,41.1533,20.1683,2020-01-23,0
194,Algeria,28.0339,1.6596,2020-01-23,0
195,Andorra,42.5063,1.5218,2020-01-23,0
196,Angola,-11.2027,17.8739,2020-01-23,0
197,Antigua and Barbuda,17.0608,-61.7964,2020-01-23,0
198,Argentina,-38.4161,-63.6167,2020-01-23,0
199,Armenia,40.0691,45.0382,2020-01-23,0
200,Austria,47.5162,14.5501,2020-01-23,0
201,Azerbaijan,40.1431,47.5769,2020-01-23,0
202,Bahamas,25.025885,-78.035889,2020-01-23,0
203,Bahrain,26.0275,50.55,2020-01-23,0
204,Bangladesh,23.685,90.3563,2020-01-23,0
205,Barbados,13.1939,-59.5432,2020-01-23,0
206,Belarus,53.7098,27.9534,2020-01-23,0
207,Belgium,50.8333,4.469936,2020-01-23,0
208,Belize,17.1899,-88.4976,2020-01-23,0
209,Benin,9.3077,2.3158,2020-01-23,0
210,Bhutan,27.5142,90.4336,2020-01-23,0
211,Bolivia,-16.2902,-63.5887,2020-01-23,0
212,Bosnia and Herzegovina,43.9159,17.6791,2020-01-23,0
213,Botswana,-22.3285,24.6849,2020-01-23,0
214,Brazil,-14.235,-51.9253,2020-01-23,0
215,Brunei,4.5353,114.7277,2020-01-23,0
216,Bulgaria,42.7339,25.4858,2020-01-23,0
217,Burkina Faso,12.2383,-1.5616,2020-01-23,0
218,Burma,21.9162,95.956,2020-01-23,0
219,Burundi,-3.3731,29.9189,2020-01-23,0
220,Cabo Verde,16.5388,-23.0418,2020-01-23,0
221,Cambodia,11.55,104.9167,2020-01-23,0
222,Cameroon,3.848,11.5021,2020-01-23,0
223,Central African Republic,6.6111,20.9394,2020-01-23,0
224,Chad,15.4542,18.7322,2020-01-23,0
225,Chile,-35.6751,-71.543,2020-01-23,0
226,Colombia,4.5709,-74.2973,2020-01-23,0
227,Comoros,-11.6455,43.3333,2020-01-23,0
228,Congo (Brazzaville),-0.228,15.8277,2020-01-23,0
229,Congo (Kinshasa),-4.0383,21.7587,2020-01-23,0
230,Costa Rica,9.7489,-83.7534,2020-01-23,0
231,Cote d'Ivoire,7.54,-5.5471,2020-01-23,0
232,Croatia,45.1,15.2,2020-01-23,0
233,Cuba,21.521757,-77.78116700000002,2020-01-23,0
234,Cyprus,35.1264,33.4299,2020-01-23,0
235,Czechia,49.8175,15.473,2020-01-23,0
236,Diamond Princess,0.0,0.0,2020-01-23,0
237,Djibouti,11.8251,42.5903,2020-01-23,0
238,Dominica,15.415,-61.371,2020-01-23,0
239,Dominican Republic,18.7357,-70.1627,2020-01-23,0
240,Ecuador,-1.8312,-78.1834,2020-01-23,0
241,Egypt,26.820553000000004,30.802498,2020-01-23,0
242,El Salvador,13.7942,-88.8965,2020-01-23,0
243,Equatorial Guinea,1.6508,10.2679,2020-01-23,0
244,Eritrea,15.1794,39.7823,2020-01-23,0
245,Estonia,58.5953,25.0136,2020-01-23,0
246,Eswatini,-26.5225,31.4659,2020-01-23,0
247,Ethiopia,9.145,40.4897,2020-01-23,0
248,Fiji,-17.7134,178.065,2020-01-23,0
249,Finland,61.92411,25.748151,2020-01-23,0
250,Gabon,-0.8037,11.6094,2020-01-23,0
251,Gambia,13.4432,-15.3101,2020-01-23,0
252,Georgia,42.3154,43.3569,2020-01-23,0
253,Germany,51.165691,10.451526,2020-01-23,0
254,Ghana,7.9465,-1.0232,2020-01-23,0
255,Greece,39.0742,21.8243,2020-01-23,0
256,Grenada,12.1165,-61.679,2020-01-23,0
257,Guatemala,15.7835,-90.2308,2020-01-23,0
258,Guinea,9.9456,-9.6966,2020-01-23,0
259,Guinea-Bissau,11.8037,-15.1804,2020-01-23,0
260,Guyana,4.860416000000002,-58.93018000000001,2020-01-23,0
261,Haiti,18.9712,-72.2852,2020-01-23,0
262,Holy See,41.9029,12.4534,2020-01-23,0
263,Honduras,15.2,-86.2419,2020-01-23,0
264,Hungary,47.1625,19.5033,2020-01-23,0
265,Iceland,64.9631,-19.0208,2020-01-23,0
266,India,20.593684,78.96288,2020-01-23,0
267,Indonesia,-0.7893,113.9213,2020-01-23,0
268,Iran,32.427908,53.68804599999999,2020-01-23,0
269,Iraq,33.223191,43.679291,2020-01-23,0
270,Ireland,53.1424,-7.6921,2020-01-23,0
271,Israel,31.046051,34.851612,2020-01-23,0
272,Italy,41.87194,12.56738,2020-01-23,0
273,Jamaica,18.1096,-77.2975,2020-01-23,0
274,Japan,36.204824,138.252924,2020-01-23,0
275,Jordan,31.24,36.51,2020-01-23,0
276,Kazakhstan,48.0196,66.9237,2020-01-23,0
277,Kenya,-0.0236,37.9062,2020-01-23,0
278,"Korea, South",35.90775700000001,127.766922,2020-01-23,0
279,Kosovo,42.602636,20.902977,2020-01-23,0
280,Kuwait,29.31166,47.481766,2020-01-23,0
281,Kyrgyzstan,41.20438,74.766098,2020-01-23,0
282,Laos,19.85627,102.495496,2020-01-23,0
283,Latvia,56.8796,24.6032,2020-01-23,0
284,Lebanon,33.8547,35.8623,2020-01-23,0
285,Lesotho,-29.61,28.2336,2020-01-23,0
286,Liberia,6.4280550000000005,-9.429499,2020-01-23,0
287,Libya,26.3351,17.228331,2020-01-23,0
288,Liechtenstein,47.14,9.55,2020-01-23,0
289,Lithuania,55.1694,23.8813,2020-01-23,0
290,Luxembourg,49.8153,6.1296,2020-01-23,0
291,MS Zaandam,0.0,0.0,2020-01-23,0
292,Madagascar,-18.766947,46.869107,2020-01-23,0
293,Malawi,-13.2543,34.3015,2020-01-23,0
294,Malaysia,4.210483999999999,101.975766,2020-01-23,0
295,Maldives,3.2028,73.2207,2020-01-23,0
296,Mali,17.570692,-3.996166000000001,2020-01-23,0
297,Malta,35.9375,14.3754,2020-01-23,0
298,Marshall Islands,7.1315,171.1845,2020-01-23,0
299,Mauritania,21.0079,-10.9408,2020-01-23,0
300,Mauritius,-20.348404,57.552152,2020-01-23,0
301,Mexico,23.6345,-102.5528,2020-01-23,0
302,Micronesia,7.4256,150.5508,2020-01-23,0
303,Moldova,47.4116,28.3699,2020-01-23,0
304,Monaco,43.7333,7.4167,2020-01-23,0
305,Mongolia,46.8625,103.8467,2020-01-23,0
306,Montenegro,42.708678000000006,19.37439,2020-01-23,0
307,Morocco,31.7917,-7.0926,2020-01-23,0
308,Mozambique,-18.665695,35.529562,2020-01-23,0
309,Namibia,-22.9576,18.4904,2020-01-23,0
310,Nepal,28.1667,84.25,2020-01-23,0
311,New Zealand,-40.9006,174.886,2020-01-23,0
312,Nicaragua,12.865416,-85.207229,2020-01-23,0
313,Niger,17.607789,8.081666,2020-01-23,0
314,Nigeria,9.082,8.6753,2020-01-23,0
315,North Macedonia,41.6086,21.7453,2020-01-23,0
316,Norway,60.472,8.4689,2020-01-23,0
317,Oman,21.512583,55.92325500000001,2020-01-23,0
318,Pakistan,30.3753,69.3451,2020-01-23,0
319,Panama,8.538,-80.7821,2020-01-23,0
320,Papua New Guinea,-6.314993,143.95555,2020-01-23,0
321,Paraguay,-23.4425,-58.4438,2020-01-23,0
322,Peru,-9.19,-75.0152,2020-01-23,0
323,Philippines,12.879721,121.774017,2020-01-23,0
324,Poland,51.9194,19.1451,2020-01-23,0
325,Portugal,39.3999,-8.2245,2020-01-23,0
326,Qatar,25.3548,51.1839,2020-01-23,0
327,Romania,45.9432,24.9668,2020-01-23,0
328,Russia,61.52401,105.318756,2020-01-23,0
329,Rwanda,-1.9403,29.8739,2020-01-23,0
330,Saint Kitts and Nevis,17.357822,-62.782998,2020-01-23,0
331,Saint Lucia,13.9094,-60.9789,2020-01-23,0
332,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-01-23,0
333,Samoa,-13.759,-172.1046,2020-01-23,0
334,San Marino,43.9424,12.4578,2020-01-23,0
335,Sao Tome and Principe,0.1864,6.6131,2020-01-23,0
336,Saudi Arabia,23.885942,45.079162,2020-01-23,0
337,Senegal,14.4974,-14.4524,2020-01-23,0
338,Serbia,44.0165,21.0059,2020-01-23,0
339,Seychelles,-4.6796,55.492,2020-01-23,0
340,Sierra Leone,8.460555000000001,-11.779889,2020-01-23,0
341,Singapore,1.2833,103.8333,2020-01-23,0
342,Slovakia,48.669,19.699,2020-01-23,0
343,Slovenia,46.1512,14.9955,2020-01-23,0
344,Solomon Islands,-9.6457,160.1562,2020-01-23,0
345,Somalia,5.152149,46.199616,2020-01-23,0
346,South Africa,-30.5595,22.9375,2020-01-23,0
347,South Sudan,6.877000000000002,31.307,2020-01-23,0
348,Spain,40.463667,-3.74922,2020-01-23,0
349,Sri Lanka,7.873054,80.77179699999998,2020-01-23,0
350,Sudan,12.8628,30.2176,2020-01-23,0
351,Suriname,3.9193,-56.0278,2020-01-23,0
352,Sweden,60.128161,18.643501,2020-01-23,0
353,Switzerland,46.8182,8.2275,2020-01-23,0
354,Syria,34.802075,38.99681500000001,2020-01-23,0
355,Taiwan*,23.7,121.0,2020-01-23,0
356,Tajikistan,38.861,71.2761,2020-01-23,0
357,Tanzania,-6.369028,34.888822,2020-01-23,0
358,Thailand,15.870032,100.992541,2020-01-23,0
359,Timor-Leste,-8.874217,125.727539,2020-01-23,0
360,Togo,8.6195,0.8248,2020-01-23,0
361,Trinidad and Tobago,10.6918,-61.2225,2020-01-23,0
362,Tunisia,33.886917,9.537499,2020-01-23,0
363,Turkey,38.9637,35.2433,2020-01-23,0
364,US,40.0,-100.0,2020-01-23,0
365,Uganda,1.373333,32.290275,2020-01-23,0
366,Ukraine,48.3794,31.1656,2020-01-23,0
367,United Arab Emirates,23.424076,53.847818,2020-01-23,0
368,Uruguay,-32.5228,-55.7658,2020-01-23,0
369,Uzbekistan,41.377491,64.585262,2020-01-23,0
370,Vanuatu,-15.3767,166.9592,2020-01-23,0
371,Venezuela,6.4238,-66.5897,2020-01-23,0
372,Vietnam,14.058324,108.277199,2020-01-23,0
373,West Bank and Gaza,31.9522,35.2332,2020-01-23,0
374,Yemen,15.552727,48.516388,2020-01-23,0
375,Zambia,-13.133897,27.849332,2020-01-23,0
376,Zimbabwe,-19.015438,29.154857,2020-01-23,0
377,Australia,-32.106275,141.3554875,2020-01-23,0
378,Canada,47.257039999999996,-80.17319333333333,2020-01-23,0
379,China,32.88764545454545,111.78599090909091,2020-01-23,18
380,Denmark,56.2639,9.5018,2020-01-23,0
381,France,46.2276,2.2137,2020-01-23,0
382,Netherlands,52.1326,5.2913,2020-01-23,0
383,United Kingdom,55.3781,-3.4360000000000004,2020-01-23,0
384,Afghanistan,33.93911,67.709953,2020-01-24,0
385,Albania,41.1533,20.1683,2020-01-24,0
386,Algeria,28.0339,1.6596,2020-01-24,0
387,Andorra,42.5063,1.5218,2020-01-24,0
388,Angola,-11.2027,17.8739,2020-01-24,0
389,Antigua and Barbuda,17.0608,-61.7964,2020-01-24,0
390,Argentina,-38.4161,-63.6167,2020-01-24,0
391,Armenia,40.0691,45.0382,2020-01-24,0
392,Austria,47.5162,14.5501,2020-01-24,0
393,Azerbaijan,40.1431,47.5769,2020-01-24,0
394,Bahamas,25.025885,-78.035889,2020-01-24,0
395,Bahrain,26.0275,50.55,2020-01-24,0
396,Bangladesh,23.685,90.3563,2020-01-24,0
397,Barbados,13.1939,-59.5432,2020-01-24,0
398,Belarus,53.7098,27.9534,2020-01-24,0
399,Belgium,50.8333,4.469936,2020-01-24,0
400,Belize,17.1899,-88.4976,2020-01-24,0
401,Benin,9.3077,2.3158,2020-01-24,0
402,Bhutan,27.5142,90.4336,2020-01-24,0
403,Bolivia,-16.2902,-63.5887,2020-01-24,0
404,Bosnia and Herzegovina,43.9159,17.6791,2020-01-24,0
405,Botswana,-22.3285,24.6849,2020-01-24,0
406,Brazil,-14.235,-51.9253,2020-01-24,0
407,Brunei,4.5353,114.7277,2020-01-24,0
408,Bulgaria,42.7339,25.4858,2020-01-24,0
409,Burkina Faso,12.2383,-1.5616,2020-01-24,0
410,Burma,21.9162,95.956,2020-01-24,0
411,Burundi,-3.3731,29.9189,2020-01-24,0
412,Cabo Verde,16.5388,-23.0418,2020-01-24,0
413,Cambodia,11.55,104.9167,2020-01-24,0
414,Cameroon,3.848,11.5021,2020-01-24,0
415,Central African Republic,6.6111,20.9394,2020-01-24,0
416,Chad,15.4542,18.7322,2020-01-24,0
417,Chile,-35.6751,-71.543,2020-01-24,0
418,Colombia,4.5709,-74.2973,2020-01-24,0
419,Comoros,-11.6455,43.3333,2020-01-24,0
420,Congo (Brazzaville),-0.228,15.8277,2020-01-24,0
421,Congo (Kinshasa),-4.0383,21.7587,2020-01-24,0
422,Costa Rica,9.7489,-83.7534,2020-01-24,0
423,Cote d'Ivoire,7.54,-5.5471,2020-01-24,0
424,Croatia,45.1,15.2,2020-01-24,0
425,Cuba,21.521757,-77.78116700000002,2020-01-24,0
426,Cyprus,35.1264,33.4299,2020-01-24,0
427,Czechia,49.8175,15.473,2020-01-24,0
428,Diamond Princess,0.0,0.0,2020-01-24,0
429,Djibouti,11.8251,42.5903,2020-01-24,0
430,Dominica,15.415,-61.371,2020-01-24,0
431,Dominican Republic,18.7357,-70.1627,2020-01-24,0
432,Ecuador,-1.8312,-78.1834,2020-01-24,0
433,Egypt,26.820553000000004,30.802498,2020-01-24,0
434,El Salvador,13.7942,-88.8965,2020-01-24,0
435,Equatorial Guinea,1.6508,10.2679,2020-01-24,0
436,Eritrea,15.1794,39.7823,2020-01-24,0
437,Estonia,58.5953,25.0136,2020-01-24,0
438,Eswatini,-26.5225,31.4659,2020-01-24,0
439,Ethiopia,9.145,40.4897,2020-01-24,0
440,Fiji,-17.7134,178.065,2020-01-24,0
441,Finland,61.92411,25.748151,2020-01-24,0
442,Gabon,-0.8037,11.6094,2020-01-24,0
443,Gambia,13.4432,-15.3101,2020-01-24,0
444,Georgia,42.3154,43.3569,2020-01-24,0
445,Germany,51.165691,10.451526,2020-01-24,0
446,Ghana,7.9465,-1.0232,2020-01-24,0
447,Greece,39.0742,21.8243,2020-01-24,0
448,Grenada,12.1165,-61.679,2020-01-24,0
449,Guatemala,15.7835,-90.2308,2020-01-24,0
450,Guinea,9.9456,-9.6966,2020-01-24,0
451,Guinea-Bissau,11.8037,-15.1804,2020-01-24,0
452,Guyana,4.860416000000002,-58.93018000000001,2020-01-24,0
453,Haiti,18.9712,-72.2852,2020-01-24,0
454,Holy See,41.9029,12.4534,2020-01-24,0
455,Honduras,15.2,-86.2419,2020-01-24,0
456,Hungary,47.1625,19.5033,2020-01-24,0
457,Iceland,64.9631,-19.0208,2020-01-24,0
458,India,20.593684,78.96288,2020-01-24,0
459,Indonesia,-0.7893,113.9213,2020-01-24,0
460,Iran,32.427908,53.68804599999999,2020-01-24,0
461,Iraq,33.223191,43.679291,2020-01-24,0
462,Ireland,53.1424,-7.6921,2020-01-24,0
463,Israel,31.046051,34.851612,2020-01-24,0
464,Italy,41.87194,12.56738,2020-01-24,0
465,Jamaica,18.1096,-77.2975,2020-01-24,0
466,Japan,36.204824,138.252924,2020-01-24,0
467,Jordan,31.24,36.51,2020-01-24,0
468,Kazakhstan,48.0196,66.9237,2020-01-24,0
469,Kenya,-0.0236,37.9062,2020-01-24,0
470,"Korea, South",35.90775700000001,127.766922,2020-01-24,0
471,Kosovo,42.602636,20.902977,2020-01-24,0
472,Kuwait,29.31166,47.481766,2020-01-24,0
473,Kyrgyzstan,41.20438,74.766098,2020-01-24,0
474,Laos,19.85627,102.495496,2020-01-24,0
475,Latvia,56.8796,24.6032,2020-01-24,0
476,Lebanon,33.8547,35.8623,2020-01-24,0
477,Lesotho,-29.61,28.2336,2020-01-24,0
478,Liberia,6.4280550000000005,-9.429499,2020-01-24,0
479,Libya,26.3351,17.228331,2020-01-24,0
480,Liechtenstein,47.14,9.55,2020-01-24,0
481,Lithuania,55.1694,23.8813,2020-01-24,0
482,Luxembourg,49.8153,6.1296,2020-01-24,0
483,MS Zaandam,0.0,0.0,2020-01-24,0
484,Madagascar,-18.766947,46.869107,2020-01-24,0
485,Malawi,-13.2543,34.3015,2020-01-24,0
486,Malaysia,4.210483999999999,101.975766,2020-01-24,0
487,Maldives,3.2028,73.2207,2020-01-24,0
488,Mali,17.570692,-3.996166000000001,2020-01-24,0
489,Malta,35.9375,14.3754,2020-01-24,0
490,Marshall Islands,7.1315,171.1845,2020-01-24,0
491,Mauritania,21.0079,-10.9408,2020-01-24,0
492,Mauritius,-20.348404,57.552152,2020-01-24,0
493,Mexico,23.6345,-102.5528,2020-01-24,0
494,Micronesia,7.4256,150.5508,2020-01-24,0
495,Moldova,47.4116,28.3699,2020-01-24,0
496,Monaco,43.7333,7.4167,2020-01-24,0
497,Mongolia,46.8625,103.8467,2020-01-24,0
498,Montenegro,42.708678000000006,19.37439,2020-01-24,0
499,Morocco,31.7917,-7.0926,2020-01-24,0
500,Mozambique,-18.665695,35.529562,2020-01-24,0
501,Namibia,-22.9576,18.4904,2020-01-24,0
502,Nepal,28.1667,84.25,2020-01-24,0
503,New Zealand,-40.9006,174.886,2020-01-24,0
504,Nicaragua,12.865416,-85.207229,2020-01-24,0
505,Niger,17.607789,8.081666,2020-01-24,0
506,Nigeria,9.082,8.6753,2020-01-24,0
507,North Macedonia,41.6086,21.7453,2020-01-24,0
508,Norway,60.472,8.4689,2020-01-24,0
